SM,Page,Address,City,Country,Latitude,Longitude
Accidental art object,212,1 cité Riverin,Paris,France,48.8693566,2.3577662
Accidental art object,191,1 rue de Paradis,Paris,France,48.8743658,2.3552598
Accidental art object,137,11 Passage de l'Industrie,Paris,France,48.8711545,2.3547891
Accidental art object,189,16 rue de Nancy,Paris,France,48.8725153,2.3580334
Accidental art object,150,169 rue la Fayette,Paris,France,48.8797571,2.3588085
Accidental art object,200,24 rue Quentin,Paris,France,48.8782945,2.355583
Accidental art object,25,249 rue du Faubourg-Saint-Martin,Paris,France,48.8827805,2.3672752
Accidental art object,222,38 boulevard de Strasbourg,Paris,France,48.8723496,2.3559317
Accidental art object,221,43 boulevard de Strasbourg,Paris,France,48.8720155,2.3557413
Accidental art object,43,43 rue Albert-Thomas,Paris,France,48.8701203,2.362315
Accidental art object,167,52 boulevard Magenta,Paris,France,48.8730598,2.358934
Accidental art object,88,8 rue Demarquay,Paris,France,48.8808818,2.3594848
Accidental art object,67,rue Buisson-Louis,Paris,France,48.872594,2.373988
Acoustic Image,234,25 boulevard de la Villette,Paris,France,48.8735641,2.3750671
Acoustic Image,71,boulevard de la Chapelle,Paris,France,48.884478,2.358767
Acoustic Image,124,Gare de l'Est,Paris,France,48.8762817,2.3606701
Acoustic Image,85,rue de Compiègne,Paris,France,48.879875,2.353503
Acoustic Image,26,rue du Faubourg-Saint-Martin,Paris,France,48.875012,2.359243
Acoustic Image,128,rue Gustave-Goublier,Paris,France,48.870876,2.355851
Ambiance,127,127 Faubourg du Temple,Paris,France,48.8715233,2.3754501
Ambiance,100,18 rue d’ Enghien ,Paris,France,48.8719407,2.3514736
Ambiance,216,2 boulevard de Strasbourg,Paris,France,48.86942,2.3542991
Ambiance,197,27 rue Philippe-de-Girard,Paris,France,48.8834992,2.3615737
Ambiance,191,29 rue de Paradis,Paris,France,48.8751752,2.3516156
Ambiance,145,29 rue Juliette Dodu,Paris,France,48.8756391,2.3688895
Ambiance,51,30 rue Saint-Barthélemy,Paris,France,48.883808,2.367843
Ambiance,36,34 rue du Faubourg Saint-Martin,Paris,France,48.8760616,2.360544
Ambiance,238,34 rue Yves-Toudic,Paris,France,48.8711779,2.3627475
Ambiance,114,40 rue du Faubourg Poissonnière ,Paris,France,48.8737321,2.3479146
Ambiance,207,52 rue René-Boulanger,Paris,France,48.8686207,2.3597798
Ambiance,193,7 rue Perdonnet,Paris,France,48.8831503,2.3597507
Ambiance,125,la Gare du Nord,Paris,France,48.8811302,2.35344
Ambiance,149,rue Lafayette,Paris,France,48.877978,2.351958
Announcement,227,119 quai de Valmy,Paris,France,48.8754051,2.3634506
Announcement,13,15 rue du faubourg Saint-Martin,Paris,France,48.8759757,2.3604792
Announcement,134,26 rue d’Hauteville,Paris,France,48.8726528,2.3501981
Announcement,213,32 rue de Rocroy,Paris,France,48.8811269,2.3512807
Announcement,14,33 rue du faubourg Saint-Martin,Paris,France,48.8760571,2.3605406
Announcement,114,34 rue du Faubourg Poissonnière,Paris,France,48.8732466,2.3478985
Announcement,223,38 boulevard de Strasbourg,Paris,France,48.8723496,2.3559317
Announcement,109,49 Faubourg du Temple,Paris,France,48.86955,2.369489
Announcement,102,61 rue du Faubourg Saint-Denis,Paris,France,48.8722271,2.3540088
Announcement,108,le Faubourg Denis,Paris,France,48.880203,2.357531
Antiville,88, 7 boulevard de Denain,Paris,France,48.8795224,2.3545396
Antiville,143,102 quai de Jemmapes,Paris,France,48.8735416,2.3639569
Antiville,228,165 quai de Valmy,Paris,France,48.8789758,2.3664755
Antiville,59,28 Impasse de Bonne-Nouvelle,Paris,France,48.870665,2.350192
Antiville,69,35 rue de Chabrol,Paris,France,48.8768193,2.3534238
Antiville,72,39 boulevard de la Chapelle,Paris,France,48.8838655,2.3535258
Antiville,83,7 rue Chaudron,Paris,France,48.8827649,2.366423
Appearance,64,15 rue Bouchardon,Paris,France,48.8702727,2.3574753
Appearance,204,17 la rue des Recollets,Paris,France,48.8746548,2.360934
Appearance,237,2 rue Yves-Tourdic,Paris,France,48.8682157,2.3653168
Appearance,93,22 le boulevard Saint-Denis,Paris,France,48.8695224,2.3533367
Appearance,36,34 rue du Faubourg Saint-Martin,Paris,France,48.8760616,2.360544
Appearance,236,35 rue des Vinaigriers,Paris,France,48.873142,2.3618097
Appearance,14,35 rue du Faubourg Saint-Martin,Paris,France,48.8760661,2.3605474
Appearance,183,4 boulevard Martin,Paris,France,48.8685594,2.3583591
Appearance,78,43 rue du Château-d’Eau,Paris,France,48.871597,2.3575008
Appearance,226,55 bis Quai de Valmy,Paris,France,48.8707522,2.3654267
Appearance,96,6 rue Dieu,Paris,France,48.8701823,2.3642721
Appearance,235,67 boulevard de la Villette,Paris,France,48.8765809,2.3716542
Appearance,105,85 Faubourg Denis,Paris,France,48.8734438,2.3548009
Archive,189,12 rue de Nancy,Paris,France,48.8723591,2.3585075
Archive,63,15 rue Bossuet,Paris,France,48.87916,2.3523563
Archive,29,186 rue du Faubourg Saint-Martin,Paris,France,48.8786178,2.3621139
Archive,187,23 rue de Messageries,Paris,France,48.8764946,2.3488884
Archive,231,3 rue Vicq-d'Azir,Paris,France,48.8761384,2.3688772
Archive,114,34 Faubourg Poissonnière,Paris,France,48.8732466,2.3478985
Archive,126,36 rue de la Grange-aux-Belles,Paris,France,48.8771688,2.3695215
Archive,142,quai de Jemmapes,Paris,France,48.876459,2.365074
Art sacrificed,174,10 passage du Marché ,Paris,France,48.8708959,2.3577787
Art sacrificed,182,16 boulevard Martin,Paris,France,48.8687848,2.3568812
Art sacrificed,198,27 rue Phillippe-de-Girard,Paris,France,48.8834992,2.3615737
Art sacrificed,214,31 rue Sambre-et-Meuse,Paris,France,48.8744945,2.3733505
Art sacrificed,235,35 rue des Vinaigriers,Paris,France,48.873142,2.3618097
Art sacrificed,158,4 rue Lucien-Sampaix,Paris,France,48.8708133,2.3597603
Art sacrificed,106,89 Faubourg Denis,Paris,France,48.8736422,2.3549275
Attraction,143,102 quai de Jemmapes,Paris,France,48.8735416,2.3639569
Attraction,163,119 boulevard Magenta,Paris,France,48.8800433,2.3527019
Attraction,118,146 Faubourg Poissonnière,Paris,France,48.8813496,2.3498073
Attraction,189,16 rue de Nancy,Paris,France,48.8725153,2.3580334
Attraction,218,20 boulevard de Strasbourg,Paris,France,48.8711638,2.3552716
Attraction,180,29 rue Marthe,Paris,France,48.8743249,2.3727129
Attraction,158,3 rue Lucien Sampaix,Paris,France,48.8708133,2.3597603
Attraction,235,57 boulevard de la Villette,Paris,France,48.876071,2.3722261
Attraction,227,95 quai de Valmy,Paris,France,48.880122,2.367569
Attraction,120,Cour de la Ferme-Lazare ,Paris,France,48.876156,2.355349
Branding,137,11 Passage de l'Industrie,Paris,France,48.8711545,2.3547891
Branding,164,149 boulevard Magenta,Paris,France,48.8829026,2.350119
Branding,151,169 rue La Fayette,Paris,France,48.8797571,2.3588085
Branding,141,21 rue Jean-Poulmarch,Paris,France,48.8728148,2.3633534
Branding,10,3 rue du Faubourg Saint-Martin,Paris,France,48.8759214,2.3604383
Branding,213,32 rue de Rocroy,Paris,France,48.8811269,2.3512807
Branding,60,34 Impasse Bonne-Nouvelle,Paris,France,48.870433,2.350629
Branding,96,34 rue de Dunkerque,Paris,France,48.8809419,2.3504895
Branding,170,4 boulevard Magenta,Paris,France,48.8686949,2.3628357
Branding,216,48 boulevard de Strasbourg,Paris,France,48.8725872,2.3560658
Branding,11,5 rue du Faubourg Saint-Martin,Paris,France,48.8759304,2.3604451
Cartography,66,15 rue Bouchardon,Paris,France,48.8702727,2.3574753
Cartography,233,20 boulevard de la Villette,Paris,France,48.8733149,2.3758383
Cartography,45,25 rue d'Alsace ,Paris,France,48.87797,2.3582987
Cartography,35,40 rue du Faubourg Saint-Martin,Paris,France,48.8760888,2.3605645
Cartography,68,allée du Canal,Paris,France,48.876421,2.363859
Cartography,160,boulevard Magenta,Paris,France,48.876909,2.355477
Cartography,112,Faubourg Poissonière,Paris,France,48.876284,2.34846
Cartography,137,Place Jacques-Bonsergent,Paris,France,48.871096,2.361055
Cartography,176,rue de Marseille,Paris,France,48.871574,2.363485
Confession,52,10 rue Beaurepaire,Paris,France,48.8697418,2.3635523
Confession,65,15 rue Bouchardon,Paris,France,48.8702727,2.3574753
Confession,150,179 rue La Fayette,Paris,France,48.8800025,2.3597165
Confession,25,265 rue du Faubourg Saint-Martin,Paris,France,48.8834028,2.3680119
Confession,223,38 boulevard de Strasbourg,Paris,France,48.8723496,2.3559317
Confession,34,42 rue du Faubourg Saint-Martin,Paris,France,48.8760978,2.3605713
Confession,77,43 rue du Château-d’Eau,Paris,France,48.871597,2.3575008
Confession,80,56 rue du Château-Landon,Paris,France,48.8839433,2.3644276
Confession,224,70 boulevard de Strasbourg,Paris,France,48.8752341,2.3576362
Confession,194,rue des Petites-Ecuries,Paris,France,48.873763,2.351022
Configuration,9,1 rue du Faubourg Saint-Martin,Paris,France,48.8759123,2.3604315
Configuration,167,126 boulevard Magenta,Paris,France,48.8798891,2.3528371
Configuration,182,14 boulevard Martin,Paris,France,48.8687405,2.3571816
Configuration,13,15 rue du Faubourg Saint-Martin,Paris,France,48.8759757,2.3604792
Configuration,83,16 avenue Claude-Vellefaux,Paris,France,48.8731346,2.3700307
Configuration,204,17 rue des Récollets,Paris,France,48.8746548,2.360934
Configuration,233,20 boulevard de la Villette,Paris,France,48.8733149,2.3758383
Configuration,36,26 rue du Faubourg Saint-Martin,Paris,France,48.8760254,2.3605167
Configuration,139,27 rue Jacques-Louvel-Tessier,Paris,France,48.871522,2.3710164
Configuration,14,33 rue du Faubourg Saint-Martin,Paris,France,48.8760571,2.3605406
Configuration,61,34 boulevard Bonne-Nouvelle,Paris,France,48.8704289,2.3492262
Configuration,72,39 boulevard de la Chapelle,Paris,France,48.8838655,2.3535258
Configuration,131,41 rue d'Hauteville,Paris,France,48.873889,2.3505463
Configuration,58,6 boulevard Bonne-Nouvelle,Paris,France,48.8697363,2.3524502
Configuration,235,81 boulevard de la Villette,Paris,France,48.8773294,2.3708008
Configuration,184,89 rue de Maubeuge,Paris,France,48.8810609,2.3532801
Configuration,111,99 Faubourg du Temple,Paris,France,48.870802,2.373543
Configuration,125,Gare du Nord,Paris,France,48.8811302,2.35344
Configuration,128,rue Gustave-Goublier,Paris,France,48.870876,2.355851
Configuration,140,rue Jean-Moinon,Paris,France,48.87424,2.371568
Configuration,154,rue Legouvé,Paris,France,48.872284,2.361959
Configuration,40,Square Alban-Satragne,Paris,France,48.875565,2.355316
Conflicting sites,82,25 Château-Landon,Paris,France,48.882757,2.361961
Conflicting sites,69,51 rue de Chabrol,Paris,France,48.8769883,2.3522182
Conflicting sites,118,94 Faubourg-Poissonnière,Paris,France,48.8780129,2.3491534
Conflicting sites,154,rue Legouvé,Paris,France,48.872284,2.361959
Contact,9,1 rue du Faubourg Saint-Martin,Paris,France,48.8759123,2.3604315
Contact,58,10 boulevard Bonne-Nouvelle,Paris,France,48.8698274,2.3522166
Contact,164,109 boulevard Magenta,Paris,France,48.8791913,2.3534603
Contact,167,126 boulevard Magenta,Paris,France,48.8798891,2.3528371
Contact,24,147 rue du Faubourg Saint-Martin,Paris,France,48.8768625,2.3610373
Contact,13,15 rue du Faubourg Saint-Martin,Paris,France,48.8759757,2.3604792
Contact,189,16 rue de Nancy,Paris,France,48.8725153,2.3580334
Contact,228,163 quai de Valmy,Paris,France,48.8787916,2.366311
Contact,99,17 rue de l'Echiquier,Paris,France,48.8712955,2.3515852
Contact,146,23 rue Juliette-Dodu,Paris,France,48.8753669,2.3691302
Contact,141,232 Jardin Villemin,Paris,France,48.875027,2.361931
Contact,96,27 rue de Dunkerque,Paris,France,48.8802492,2.3535284
Contact,226,3 rue Tesson,Paris,France,48.870897,2.3707673
Contact,91,6 boulevard Denis,Paris,France,48.8692018,2.3547301
Contact,70,69 rue de Chabrol,Paris,France,48.8772811,2.3500031
Contact,18,77 rue du Faubourg Saint-Martin,Paris,France,48.8762562,2.3606907
Contact,184,87 rue de Maubeuge,Paris,France,48.8808803,2.3529836
Contact,83,avenue Claude-Vellefaux,Paris,France,48.874789,2.370279
Contact,174,Passage du Marché,Paris,France,48.871016,2.357384
Contact,205,passage Reilhac,Paris,France,48.871994,2.354758
Contact,129,rue Guy-Patin,Paris,France,48.882898,2.351186
Danger,143,102 quai de Jemmapes,Paris,France,48.8735416,2.3639569
Danger,49,11 rue Beaurepaire,Paris,France,48.8698714,2.3636401
Danger,139,13 rue Jarry,Paris,France,48.8741467,2.3553857
Danger,24,183 rue du Faubourg-Saint-Martin,Paris,France,48.8788211,2.3623833
Danger,191,22bis rue de Paradis,Paris,France,48.875127,2.351832
Danger,65,24 rue Bouchardon,Paris,France,48.8710472,2.3580265
Danger,188,24 rue de Metz ,Paris,France,48.870697,2.354552
Danger,233,25 boulevard de la Villette,Paris,France,48.8735641,2.3750671
Danger,215,4 rue Sibour,Paris,France,48.875041,2.3580916
Danger,192,46 rue de Paradis,Paris,France,48.8755261,2.3498354
Danger,81,56 Château-Landon,Paris,France,48.883831,2.364625
Danger,152,63 rue de Lancry,Paris,France,48.8723447,2.3630315
Danger,71,boulevard de la Chapelle,Paris,France,48.884478,2.358767
Did you know?,180,1 rue de Paradis,Paris,France,48.8743658,2.3552598
Did you know?,143,102 quai de Jemmapes,Paris,France,48.8735416,2.3639569
Did you know?,111,129 Faubourg du Temple,Paris,France,48.8715796,2.3756111
Did you know?,186,177 rue Maur,Paris,France,48.8706373,2.3728305
Did you know?,225,18 rue Taylor,Paris,France,48.8701396,2.359384
Did you know?,210,19 rue René-Boulanger,Paris,France,48.8692153,2.3563743
Did you know?,48,3 rue Beaurepaire,Paris,France,48.8690811,2.363238
Did you know?,15,37 rue du Faubourg-Saint-Martin,Paris,France,48.8760752,2.3605543
Did you know?,78,39 rue du Château-d'Eau,Paris,France,48.871363,2.3579534
Did you know?,224,48 boulevard de Strasbourg,Paris,France,48.8725872,2.3560658
Did you know?,55,5 rue Bichat,Paris,France,48.8698363,2.3690939
Did you know?,234,57 boulevard de la Villette,Paris,France,48.876071,2.3722261
Did you know?,167,59 boulevard Magenta,Paris,France,48.8741217,2.3579702
Did you know?,83,6 rue Civiale,Paris,France,48.8725608,2.3757375
Did you know?,124,6bis rue Gabriel-Laumain,Paris,France,48.873373,2.349151
Did you know?,227,81 quai de Valmy,Paris,France,48.8719538,2.3644772
Did you know?,123,Place Franz-Liszt,Paris,France,48.877965,2.351223
Did you know?,41,rue Albert-Camus,Paris,France,48.877879,2.368881
Did you know?,126,rue de la Grange-aux-Belles,Paris,France,48.875716,2.36719
Did you know?,187,rue de Mazagran,Paris,France,48.870626,2.351628
Did you know?,100,rue d'Enghien,Paris,France,48.872062,2.350473
Future life,24,147 rue du Faubourg-Saint-Martin,Paris,France,48.8768625,2.3610373
Future life,92,22 boulevard Denis,Paris,France,48.8695224,2.3533367
Future life,53,24 rue de Belzunce,Paris,France,48.8795305,2.3504364
Future life,15,39 rue du Faubourg-Saint-Martin,Paris,France,48.8760842,2.3605611
Future life,215,48 boulevard de Strasbourg,Paris,France,48.8725872,2.3560658
Future life,235,81 rue des Vinaigriers,Paris,France,48.873154,2.36105
Future life,110,99 Faubourg de Temple,Paris,France,48.870802,2.373543
Implicit information,112,129 Faubourg du Temple,Paris,France,48.8715796,2.3756111
Implicit information,24,129 rue du Faubourg-Saint-Martin,Paris,France,48.8754259,2.3593123
Implicit information,16,39 rue du Faubourg-Saint-Martin,Paris,France,48.8760842,2.3605611
Implicit information,203,4 rue des Récollets,Paris,France,48.8744428,2.3617877
Implicit information,134,57 boulevard de la Villette,Paris,France,48.876071,2.3722261
Implicit information,193,7 rue Perdonnet,Paris,France,48.8831503,2.3597507
Implicit information,49,9 rue Beaurepaire,Paris,France,48.869723,2.363347
Implicit information,86,passage Delessert,Paris,France,48.87896,2.365555
Implicit information,43,rue Alexandre-Parodi,Paris,France,48.87972,2.365703
Incident,164,119 boulevard Magenta,Paris,France,48.8800433,2.3527019
Incident,119,148 Faubourg Poissonnière,Paris,France,48.8814569,2.3497984
Incident,139,27 rue Jacques-Louvel-Tessier,Paris,France,48.871522,2.3710164
Incident,158,27 rue Louis-Blanc,Paris,France,48.880561,2.3661214
Incident,213,32 rue de Rocroy,Paris,France,48.8811269,2.3512807
Incident,33,46 rue du Faubourg-Saint-Martin,Paris,France,48.8761159,2.360585
Incident,136,6 rue de l'Hôpital-Louis,Paris,France,48.8747795,2.3658049
Incident,62,9 boulevard Bonne-Nouvelle,Paris,France,48.8700798,2.3508775
Incident,111,99 Faubourg du Temple,Paris,France,48.870802,2.373543
Incursion into nonfactual world,165,126 boulevard Magenta,Paris,France,48.8798891,2.3528371
Incursion into nonfactual world,107,134 Faubourg Denis,Paris,France,48.8771959,2.3562295
Incursion into nonfactual world,151,169 rue La Fayette,Paris,France,48.8797571,2.3588085
Incursion into nonfactual world,43,17 rue d'Alsace,Paris,France,48.8774769,2.3581252
Incursion into nonfactual world,29,172 rue du Faubourg-Saint-Martin,Paris,France,48.8774934,2.3614088
Incursion into nonfactual world,28,220 rue du Faubourg-Saint-Martin,Paris,France,48.8802662,2.3641347
Incursion into nonfactual world,40,4 rue d'Aix,Paris,France,48.8699024,2.3699103
Incursion into nonfactual world,221,45 boulevard de Strasbourg,Paris,France,48.8721206,2.3558013
Incursion into nonfactual world,58,6 boulevard Bonne-Nouvelle,Paris,France,48.8697363,2.3524502
Incursion into nonfactual world,91,6 boulevard Denis,Paris,France,48.8692018,2.3547301
Incursion into nonfactual world,136,6 rue de l'Hôpital-Louis,Paris,France,48.8747795,2.3658049
Incursion into nonfactual world,161,boulevard Magenta,Paris,France,48.876909,2.355477
Incursion into nonfactual world,66,passage Brady,Paris,France,48.87132,2.355213
Incursion into nonfactual world,202,passage des Récollets,Paris,France,48.874025,2.359931
Incursion into nonfactual world,137,Place Jacques-Bonsergent,Paris,France,48.871096,2.361055
Incursion into nonfactual world,69,rue de Chabrol,Paris,France,48.876912,2.352862
Incursion into nonfactual world,189,rue de Paradis,Paris,France,48.874808,2.353317
Incursion into nonfactual world,207,rue René-Boulanger,Paris,France,48.868964,2.358653
Indications Incarnate,142,208 quai de Jemmapes,Paris,France,48.881405,2.3697594
Indications Incarnate,233,25 boulevard de la Villette,Paris,France,48.8735641,2.3750671
Indications Incarnate,37,26 rue du Faubourg Saint-Martin,Paris,France,48.8760254,2.3605167
Indications Incarnate,127,37 rue de la Grange-aux-Belles,Paris,France,48.8753562,2.3674786
Indications Incarnate,168,39 boulevard Magenta,Paris,France,48.8722998,2.3596157
Indications Incarnate,183,4 boulevard Martin,Paris,France,48.8685594,2.3583591
Indications Incarnate,203,4 rue des Récollets,Paris,France,48.8744428,2.3617877
Indications Incarnate,17,45 rue du Faubourg-Saint-Martin,Paris,France,48.8761114,2.3605816
Indications Incarnate,152,59 rue de Lancry,Paris,France,48.872047,2.3626882
Indications Incarnate,18,77 rue du Faubourg Saint-Martin,Paris,France,48.8762562,2.3606907
Indications Incarnate,92,8 boulevard Denis,Paris,France,48.8692458,2.3545337
Indications Incarnate,106,95 Faubourg Denis,Paris,France,48.8742967,2.3553564
Indications Incarnate,110,99 Faubourg du Temple,Paris,France,48.870802,2.373543
Indications Incarnate,173,Passage du Marché,Paris,France,48.871016,2.357384
Indications Incarnate,196,rue des Petits-Hôtels,Paris,France,48.877459,2.353445
Intervention,151,150 rue La Fayette,Paris,France,48.878991,2.3559124
Intervention,175,17 rue Marie-et-Louise,Paris,France,48.8720243,2.3659466
Intervention,63,24 rue Bouchardon,Paris,France,48.8710472,2.3580265
Intervention,169,37 boulevard Magenta,Paris,France,48.8721389,2.3597579
Interzonal comparison,155,11 rue Léon-Jouhaux,Paris,France,48.8692957,2.3648272
Interzonal comparison,229,167 quai de Valmy,Paris,France,48.87916,2.36664
Interzonal comparison,145,29 rue Juliette-Dodu,Paris,France,48.8756391,2.3688895
Interzonal comparison,104,73 Faubourg Denis,Paris,France,48.8728483,2.3544211
Interzonal comparison,31,78 rue du Faubourg Saint-Martin,Paris,France,48.8762609,2.3606938
Interzonal comparison,217,8 boulevard de Strasbourg,Paris,France,48.8700691,2.3546585
Interzonal comparison,30,86 rue du Faubourg Saint-Martin,Paris,France,48.8763009,2.3607152
Interzonal comparison,39,9 rue d'Abbeville,Paris,France,48.878409,2.350322
Interzonal comparison,125,Gare du Nord,Paris,France,48.8811302,2.35344
Interzonal comparison,54,rue Bichat,Paris,France,48.872252,2.36707
Interzonal comparison,135,rue de l'Hôpital-Louis,Paris,France,48.875073,2.365212
Interzonal comparison,176,rue de Marseille,Paris,France,48.871574,2.363485
Interzonal comparison,120,rue Fénelon,Paris,France,48.878997,2.351507
Interzonal comparison,40,Square Alban-Satragne,Paris,France,48.875565,2.355316
Intrusion,119,146 Faubourg Poissonnière,Paris,France,48.8813496,2.3498073
Intrusion,149,169 rue La Fayette,Paris,France,48.8797571,2.3588085
Intrusion,29,186 rue du Faubourg Saint-Martin,Paris,France,48.8786178,2.3621139
Intrusion,49,27 rue Beaurepaire,Paris,France,48.8711443,2.3641855
Intrusion,195,4 passage des Petites-Ecuries,Paris,France,48.87315,2.352257
Intrusion,78,58 rue du Château-d'Eau,Paris,France,48.8720155,2.3565352
Intrusion,193,7 rue Perdonnet,Paris,France,48.8831503,2.3597507
Intrusion,203,70 rue des Récollets,Paris,France,48.874493,2.361593
Intrusion,171,cité Magenta,Paris,France,48.871675,2.359577
Intrusion,45,rue Ambroise-Paré,Paris,France,48.881902,2.352887
Intrusion,68,rue Cail,Paris,France,48.882776,2.360539
Local Figure,163,121 boulevard Magenta,Paris,France,48.8801667,2.3525937
Local Figure,228,141 quai de Valmy,Paris,France,48.8768055,2.364679
Local Figure,64,15 rue Bouchardon,Paris,France,48.8702727,2.3574753
Local Figure,148,169 rue La Fayette,Paris,France,48.8797571,2.3588085
Local Figure,186,196 rue Maur,Paris,France,48.8719699,2.3717835
Local Figure,230,205 quai de Valmy,Paris,France,48.8824412,2.3691563
Local Figure,178,29 rue Marthe,Paris,France,48.8743249,2.3727129
Local Figure,214,31 rue de Sambre-et-Meuse,Paris,France,48.8744945,2.3733505
Local Figure,77,43 rue du Château-d’Eau,Paris,France,48.871597,2.3575008
Local Figure,226,55bis quai de Valmy ,Paris,France,48.8707522,2.3654267
Local Figure,20,77 rue du Faubourg-Saint-Martin,Paris,France,48.8762562,2.3606907
Local Figure,92,8 boulevard Denis,Paris,France,48.8692458,2.3545337
Local Figure,37,8 rue du Faubourg-Saint-Martin,Paris,France,48.875944,2.3604554
Local Figure,125,Gare du Nord,Paris,France,48.8811302,2.35344
Local Figure,128,rue Gustave-Goublier,Paris,France,48.870876,2.355851
Local Figure,140,rue Jean-Moinon,Paris,France,48.87424,2.371568
Material Esthetics,37,10 rue du Faubourg-Saint-Martin,Paris,France,48.875953,2.3604622
Material Esthetics,131,100 rue d'Hauteville,Paris,France,48.8775254,2.351502
Material Esthetics,196,15 rue Phillipe-de-Girard,Paris,France,48.8822509,2.3614904
Material Esthetics,120,168 Faubourg Poissonière,Paris,France,48.882755,2.3497023
Material Esthetics,198,27 rue Philippe-de-Girard,Paris,France,48.8834992,2.3615737
Material Esthetics,35,34 rue du Faubourg-Saint-Martin,Paris,France,48.8760616,2.360544
Material Esthetics,15,39 rue du Faubourg-Saint-Martin,Paris,France,48.8760842,2.3605611
Material Esthetics,117,60 Faubourg Poissonnière,Paris,France,48.8753521,2.3481452
Material Esthetics,11,7 rue du Faubourg-Saint-Martin,Paris,France,48.8759394,2.3604519
Material Esthetics,193,7 rue Perdonnet,Paris,France,48.8831503,2.3597507
Material Esthetics,31,78 rue du Faubourg-Saint-Martin,Paris,France,48.8762609,2.3606938
Material Esthetics,47,rue Arthur-Groussier,Paris,France,48.871983,2.370686
Material Esthetics,99,rue des Ecluses-Martin,Paris,France,48.876723,2.367016
Mental Image,99,1 rue des Ecluses-Martin,Paris,France,48.8761675,2.3680687
Mental Image,49,11 rue Beaurepaire,Paris,France,48.8698714,2.3636401
Mental Image,140,13 rue Jarry,Paris,France,48.8741467,2.3553857
Mental Image,14,15 rue du Faubourg-Saint-Martin,Paris,France,48.8759757,2.3604792
Mental Image,91,16 boulevard Denis,Paris,France,48.8694245,2.3537524
Mental Image,52,17 rue de Belzunce,Paris,France,48.8796425,2.3498293
Mental Image,127,19 impasse Chausson,Paris,France,48.875395,2.366701
Mental Image,38,2 rue du Faubourg-Saint-Martin,Paris,France,48.8759168,2.3604349
Mental Image,77,31 rue du Château-d'Eau,Paris,France,48.8709748,2.3586219
Mental Image,159,4 rue Lucien-Sampaix,Paris,France,48.8708133,2.3597603
Mental Image,17,45 rue du Faubourg-Saint-Martin,Paris,France,48.8761114,2.3605816
Mental Image,70,69 rue de Chabrol,Paris,France,48.8772811,2.3500031
Mental Image,18,77 rue du Faubourg Saint-Martin,Paris,France,48.8762562,2.3606907
Mental Image,155,8 rue Léon-Jouhaux,Paris,France,48.8692698,2.3647515
Mental Image,31,82 rue du Faubourg-Saint-Martin,Paris,France,48.8762809,2.3607045
Mental Image,124,Gare de l'Est,Paris,France,48.8762817,2.3606701
Mental Image,62,rue Bouchardon,Paris,France,48.870198,2.357439
Mental Image,85,rue de Compiègne,Paris,France,48.879875,2.353503
Mental Image,184,rue de Maubeuge,Paris,France,48.881464,2.35387
Mental Image,128,rue Gustave-Goublier,Paris,France,48.870876,2.355851
Methodology,10,1 rue du Faubourg-Saint-Martin,Paris,France,48.8759123,2.3604315
Methodology,24,10 rue du Faubourg-Saint-Martin,Paris,France,48.875953,2.3604622
Methodology,13,15 rue du Faubourg-Saint-Martin,Paris,France,48.8759757,2.3604792
Methodology,133,20 rue d'Hauteville,Paris,France,48.8722123,2.35008
Methodology,231,205 quai de Valmy,Paris,France,48.8824412,2.3691563
Methodology,26,265 rue du Faubourg-Saint-Martin,Paris,France,48.8834028,2.3680119
Methodology,153,3 rue Laurent,Paris,France,48.875418,2.358654
Methodology,62,34 boulevard Bonne-Nouvelle,Paris,France,48.8704289,2.3492262
Methodology,238,34 rue Yves-Toudic,Paris,France,48.8711779,2.3627475
Methodology,219,39 boulevard de Strasbourg,Paris,France,48.8718052,2.3556211
Methodology,38,6 rue du Faubourg Saint-Martin,Paris,France,48.8695067,2.3558468
Methodology,213,7 rue de Rocroy,Paris,France,48.8790902,2.3507018
Methodology,138,7 rue Jacques-Louvel-Tessier,Paris,France,48.8709871,2.3692065
Methodology,193,7 rue Perdonnet,Paris,France,48.8831503,2.3597507
Methodology,22,77 rue du Faubourg Saint-Martin,Paris,France,48.8762562,2.3606907
Methodology,20,77 rue du Faubourg-Saint-Martin,Paris,France,48.8762562,2.3606907
Methodology,57,boulevard Bonne-Nouvelle,Paris,France,48.869648,2.352294
Methodology,181,boulevard Martin,Paris,France,48.868295,2.360112
Methodology,237,Cité du Wauxhall,Paris,France,48.869234,2.362889
Methodology,108,Faubourg du Temple,Paris,France,48.870086,2.371278
Methodology,112,Faubourg Poissonière,Paris,France,48.876284,2.34846
Methodology,196,passage des Petites-Ecuries,Paris,France,48.873138,2.352269
Methodology,174,Passage du Marché,Paris,France,48.871016,2.357384
Methodology,97,rue de l'Echiquier,Paris,France,48.871529,2.35034
Methodology,187,rue de Mazagran,Paris,France,48.870626,2.351628
Methodology,87,rue Demarquay,Paris,France,48.880957,2.359284
Methodology,52,rue Henri-Feulard,Paris,France,48.874978,2.37281
Methodology,140,rue Jean-Moinon,Paris,France,48.87424,2.371568
Methodology,201,rue Raoul-Follereau,Paris,France,48.876413,2.36434
